16 16 16
1 1 1

268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461

268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461

268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461


268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461

268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
268435461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268435461
